"시점",전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국,전국
"시점",총지수,생활물가지수,식품,쌀,라면,두부,빵,떡,국산쇠고기,수입쇠고기,돼지고기,닭고기,햄및베이컨,고등어,오징어,조개,어묵,우유,발효유,달걀,참기름,식용유,사과,포도,귤,수박,바나나,배추,상추,시금치,깻잎,부추,무,당근,감자,콩나물,버섯,오이,풋고추,호박,토마토,파,양파,마늘,사탕,아이스크림,비스킷,스낵과자,파이,소금,간장,즉석식품,편의점도시락,커피,주스,생수,탄산음료,소주,맥주,김치찌개백반,된장찌개백반,비빔밥,해장국,돼지갈비(외식),삼겹살(외식),칼국수,자장면,짬뽕,김밥,떡볶이,치킨,햄버거,피자,커피(외식),소주(외식),맥주(외식),구내식당식사비,식품 이외,담배,남자하의,남자내의,여자하의,여자내의,티셔츠,유아동복,양말,운동화,상수도료,하수도료,공동주택관리비,쓰레기봉투료,전기료,도시가스,부엌용용구,세탁세제,섬유유연제,부엌용세제,소염진통제,조제약,생리대,외래진료비,한방진료비,치과진료비,휘발유,경유,도시철도료,시내버스료,택시료,휴대전화료,인터넷이용료,장난감,영화관람료,온라인콘텐츠이용료,방송수신료,유치원납입금,전문대학납입금,사립대학교납입금,초등학생학원비,중학생학원비,고등학생학원비,가정학습지,목욕료,이발료,미용료,치약,샴푸,화장지,기초화장품,자동차보험료,전월세,생활물가 이외,전·월세포함 생활물가지수
"2012.08",91.855,93.481,85.419,82.430,94.759,90.334,72.399,84.383,67.381,77.489,84.278,106.758,98.772,85.570,49.067,75.523,78.837,85.027,88.031,80.169,78.619,110.327,106.339,122.393,108.059,126.127,66.594,83.511,91.417,124.026,62.957,69.423,79.606,60.829,69.879,83.667,110.687,66.296,59.902,51.911,56.347,101.044,78.946,101.415,90.491,86.788,81.200,82.415,80.229,96.023,83.934,86.791,-,101.880,105.402,90.860,72.985,76.255,87.868,84.169,84.912,84.891,86.424,84.850,84.503,83.928,80.749,77.224,70.388,76.246,87.430,95.032,95.728,90.181,75.069,81.607,79.056,98.013,56.409,86.636,96.866,82.280,90.009,88.836,90.119,98.734,94.570,91.819,50.716,69.429,85.762,111.062,131.398,92.566,122.992,126.780,100.012,84.532,108.742,95.916,84.080,85.104,98.005,141.614,148.895,85.742,83.743,73.745,108.792,99.920,92.013,77.817,92.749,100.346,117.180,101.344,103.361,86.555,84.719,82.488,94.766,78.803,89.393,82.998,88.284,134.934,105.157,93.144,90.137,89.381,90.100,92.870
"2012.09",92.512,94.450,87.645,82.574,95.220,90.566,72.575,84.524,69.011,78.673,84.293,102.761,99.103,85.797,49.422,75.410,80.458,85.220,87.821,87.426,80.045,112.157,117.520,104.332,108.059,126.127,68.093,111.670,160.144,152.790,91.752,68.383,81.590,68.139,72.701,83.883,117.207,101.403,81.983,144.827,96.629,130.148,81.329,100.935,101.403,88.624,81.185,85.148,82.902,96.041,84.230,88.074,-,104.166,107.332,90.851,75.856,76.466,90.794,84.222,84.866,85.031,86.464,84.895,84.525,83.951,80.958,77.444,70.929,76.246,87.979,95.032,95.728,90.344,75.069,82.303,79.099,98.386,56.409,86.636,96.866,82.280,90.052,88.836,90.119,98.734,94.482,91.819,50.716,68.522,85.771,111.062,131.398,92.499,124.039,122.767,100.139,84.700,108.742,96.201,84.088,85.104,98.044,146.189,153.916,85.742,83.743,73.745,108.792,99.920,91.751,77.825,92.749,100.346,117.180,101.051,103.381,86.571,85.042,82.641,94.766,79.521,89.803,83.005,88.650,134.011,104.719,94.117,90.137,89.538,90.439,93.725
"2012.10",92.339,94.107,86.623,84.177,95.105,90.813,72.614,84.282,69.627,78.174,75.603,104.514,98.002,83.426,48.604,75.843,80.599,85.027,88.007,89.434,81.735,112.043,119.768,118.949,102.643,126.127,69.793,110.132,88.290,73.035,76.374,67.546,91.929,85.434,70.839,84.340,113.051,66.820,83.842,83.797,110.254,129.198,82.169,99.969,99.304,88.601,81.048,85.206,90.645,95.628,84.397,88.644,-,104.297,107.463,90.811,76.541,76.069,91.035,84.315,84.866,85.194,86.464,84.895,84.503,84.088,80.958,77.487,70.982,76.331,88.250,95.032,95.728,91.216,75.069,82.756,79.099,98.377,56.409,86.636,96.858,82.280,90.043,88.836,90.119,98.910,94.096,91.819,50.716,68.982,85.771,111.062,131.442,91.785,121.421,121.039,100.321,85.066,108.742,96.454,84.105,85.104,98.110,144.783,152.604,85.742,83.743,73.745,108.792,99.920,91.873,77.825,92.749,100.346,117.180,101.051,103.381,86.863,85.058,82.671,94.766,79.557,89.803,83.268,86.370,138.331,107.531,93.788,90.137,89.727,90.405,93.454
"2012.11",92.011,93.489,85.199,87.185,94.848,90.949,72.660,84.383,68.736,74.789,70.914,107.138,97.610,85.270,47.994,74.277,80.938,84.874,87.870,85.527,82.684,106.564,107.897,118.611,75.604,126.127,58.606,75.322,67.804,64.651,68.105,103.183,77.922,87.825,71.782,84.228,110.054,68.289,79.277,92.329,92.440,107.925,88.037,99.325,99.259,90.677,80.428,86.110,93.051,95.418,84.353,88.795,-,104.371,107.137,90.652,77.682,76.084,90.923,84.392,84.988,85.436,86.612,84.895,84.503,84.250,80.966,77.487,71.352,76.331,88.309,86.610,95.728,92.242,75.069,82.882,79.121,98.152,56.409,87.326,97.062,81.516,91.128,88.836,92.988,98.882,94.624,91.819,50.678,68.826,85.771,111.062,131.442,90.396,116.852,118.294,100.493,85.181,108.742,96.657,84.121,85.104,97.987,140.886,148.782,85.742,83.743,73.745,108.792,99.920,91.928,77.825,92.749,100.346,117.180,101.051,103.381,86.966,85.196,82.837,94.766,79.691,89.854,83.370,73.760,133.321,105.069,93.823,90.137,89.957,90.379,92.957
"2012.12",92.175,93.604,85.530,87.639,94.999,92.711,72.836,84.649,68.112,74.732,72.087,101.132,96.920,87.487,47.001,74.340,80.613,84.928,87.999,86.809,82.485,104.176,105.593,118.824,67.455,126.127,57.731,82.626,72.903,81.182,75.135,101.755,81.271,94.147,80.012,85.425,108.758,88.551,90.354,102.915,90.866,107.200,95.406,100.632,100.968,90.274,81.639,85.772,94.152,94.975,84.423,88.438,-,104.101,107.332,90.620,77.961,76.108,91.000,84.477,85.080,85.436,86.643,84.975,84.503,84.272,81.056,77.565,71.352,76.466,88.453,88.513,95.728,92.242,75.069,83.085,79.121,98.161,56.409,87.326,97.568,81.516,91.145,88.836,92.988,98.901,94.316,91.844,50.678,70.510,85.771,111.062,131.442,88.890,113.080,118.885,100.284,85.234,108.742,96.193,84.121,85.104,97.977,139.641,147.407,85.742,83.743,73.745,108.792,99.920,91.443,77.895,92.749,100.346,117.180,101.051,103.381,86.966,85.350,82.917,94.766,79.955,89.914,83.421,84.238,138.617,105.060,93.983,90.137,90.154,90.609,93.097
"2013.01",92.728,94.310,86.827,87.460,95.034,95.305,73.045,84.696,68.477,74.657,70.980,100.927,99.166,88.063,46.977,74.665,81.960,84.928,87.853,85.967,82.811,114.627,108.338,118.756,68.321,126.127,67.815,104.024,87.305,99.265,104.480,111.315,75.599,136.377,93.025,87.369,111.081,110.083,107.499,108.002,96.695,115.351,103.614,100.439,100.762,90.413,80.658,85.933,94.882,95.095,84.468,88.047,-,104.530,107.752,90.660,78.570,81.270,90.949,84.986,85.518,85.904,87.058,85.239,84.380,84.402,81.362,78.423,71.663,77.166,88.639,88.513,95.728,92.242,75.764,84.275,79.466,98.572,56.409,87.326,97.568,81.516,91.145,88.836,92.988,98.891,93.743,92.200,53.096,71.683,85.994,113.297,131.442,90.280,111.104,121.706,100.366,85.364,108.805,96.332,85.635,87.395,98.520,138.839,146.549,85.742,84.063,76.414,108.792,99.920,91.686,77.895,96.331,100.346,117.180,101.051,103.381,87.393,86.174,83.941,96.144,80.900,90.007,83.777,78.277,131.305,107.347,94.037,90.137,90.343,91.016,93.725
"2013.02",93.038,94.750,87.252,87.901,95.158,95.763,76.541,84.611,68.881,77.634,68.543,105.621,96.276,91.198,46.586,75.286,81.579,84.835,88.015,86.647,79.926,111.268,110.955,119.142,71.022,126.127,78.824,110.371,74.646,83.947,96.483,105.254,64.672,155.648,97.532,87.931,111.879,140.195,125.306,121.997,97.595,116.343,122.406,101.046,100.655,90.289,82.375,85.265,94.882,94.545,84.397,88.232,-,104.717,108.050,90.604,78.589,81.676,90.553,85.271,85.694,86.067,87.339,85.269,84.560,84.938,81.796,78.899,71.861,77.492,88.732,88.513,95.728,92.242,76.758,84.611,79.768,99.030,56.409,87.326,97.617,81.516,91.187,88.836,92.988,98.836,96.540,92.140,53.117,74.592,85.994,113.297,131.442,90.652,119.327,119.103,100.248,85.410,108.805,96.787,85.635,87.395,98.567,140.689,147.735,85.742,84.063,77.026,108.792,99.920,91.639,78.488,94.442,100.346,117.180,101.051,103.381,88.050,86.759,84.297,96.144,81.469,90.526,84.265,77.503,126.398,106.607,94.046,90.137,90.499,91.160,94.117
"2013.03",92.952,94.521,86.544,88.038,95.105,96.362,76.756,85.205,66.794,75.938,64.631,114.055,97.753,93.342,46.602,75.410,82.665,84.973,87.943,85.149,80.739,113.036,110.385,117.213,80.786,126.127,85.687,117.353,58.547,53.246,75.082,62.584,57.175,157.064,95.771,87.534,106.343,101.510,115.045,96.509,90.341,112.513,138.297,102.491,97.702,89.499,86.283,85.860,94.978,95.197,88.945,88.451,-,104.978,107.938,89.103,79.033,82.230,90.845,85.688,86.055,86.239,87.464,85.342,84.625,85.468,81.983,79.218,71.914,77.845,88.799,89.456,95.728,92.242,78.072,84.909,80.235,99.030,56.409,87.326,97.723,81.516,91.205,88.836,92.988,98.734,96.128,92.322,53.117,74.682,85.994,113.297,136.792,91.469,121.719,116.676,100.167,85.372,108.805,97.325,85.660,87.395,98.567,143.525,149.703,85.742,84.063,77.616,108.792,99.920,91.695,78.496,94.442,100.436,87.603,100.382,102.734,88.628,87.413,84.907,96.144,81.555,90.680,84.753,67.443,117.538,105.167,94.171,90.137,90.738,91.220,93.960
"2013.04",92.823,94.327,86.780,88.555,95.141,96.249,76.958,85.415,66.642,75.120,68.279,109.023,95.293,95.778,45.845,78.993,82.327,84.997,87.934,90.553,82.365,114.307,111.701,116.383,80.786,126.127,98.361,114.516,53.809,46.626,64.560,59.499,57.703,164.625,105.128,87.893,105.451,74.207,77.556,71.406,92.465,110.432,167.898,104.977,98.152,89.592,89.202,85.955,94.663,95.143,88.951,88.534,-,104.269,106.511,90.292,78.842,82.284,90.699,85.819,86.215,86.534,87.464,85.386,84.424,85.529,82.199,79.523,72.033,78.249,88.909,89.456,95.728,92.276,77.960,85.628,81.118,98.628,56.409,87.326,97.593,81.516,91.282,88.836,92.988,98.864,86.646,91.975,53.168,74.300,85.994,113.297,136.792,91.414,123.384,105.400,100.085,85.410,108.805,95.412,85.436,87.395,98.482,140.713,146.133,85.742,84.063,78.752,108.792,99.920,91.733,78.549,94.442,100.436,87.615,100.382,102.734,88.842,87.459,84.834,96.144,81.669,90.748,84.920,68.548,127.739,106.899,94.126,90.137,90.959,91.102,93.829
"2013.05",92.823,94.001,86.119,88.258,95.549,96.430,77.108,85.385,66.307,74.913,72.807,104.462,95.650,96.785,45.785,81.040,83.193,85.105,87.853,92.376,82.628,113.760,111.701,116.749,80.786,122.258,102.650,84.220,51.666,46.707,62.427,55.627,73.774,112.542,90.178,89.225,104.943,62.756,68.854,57.172,75.168,97.790,161.654,104.986,99.412,88.174,88.777,86.227,95.335,95.370,89.350,87.841,-,104.688,107.892,90.197,79.204,82.393,90.501,85.927,86.315,86.916,87.464,85.386,84.431,85.728,82.432,79.693,72.132,78.567,88.969,89.456,95.728,92.328,78.207,86.058,81.212,98.460,56.409,88.492,97.593,84.510,91.334,89.676,94.670,99.208,86.839,92.539,53.214,75.162,85.994,113.297,136.759,90.579,119.077,109.633,100.057,85.564,108.805,95.395,85.436,87.395,98.397,136.853,142.046,85.742,84.063,79.194,108.792,99.920,91.779,78.549,94.442,100.436,87.666,100.382,102.734,89.087,87.643,84.907,96.144,81.839,90.960,85.000,78.172,127.127,105.800,93.376,90.137,91.157,91.526,93.585
"2013.06",92.710,93.771,85.332,88.458,95.504,96.767,77.147,85.423,66.269,75.176,79.083,106.882,95.096,94.820,46.096,81.290,83.242,84.997,87.886,91.109,84.294,108.166,111.701,117.965,80.786,94.696,98.396,65.972,50.705,50.137,56.722,44.994,82.936,78.222,65.664,88.926,109.671,63.649,68.143,67.776,57.813,76.037,110.300,99.463,100.160,88.011,89.303,86.426,94.217,94.879,89.982,88.602,-,104.325,107.696,90.372,79.077,82.307,90.665,86.104,86.491,86.956,87.535,85.444,84.878,85.896,82.611,80.048,72.495,78.758,89.019,89.456,95.728,92.328,77.414,86.348,81.262,98.498,56.409,88.492,97.650,84.510,91.308,89.676,94.670,99.440,86.478,92.644,53.655,74.650,86.165,113.297,136.759,91.761,124.456,112.706,100.176,85.609,108.805,94.809,85.453,87.395,98.367,137.100,142.261,85.742,84.063,79.334,108.792,99.920,89.093,78.573,94.442,100.515,87.666,100.382,102.734,89.167,87.705,85.118,96.144,81.889,90.816,84.891,90.121,128.182,104.914,93.770,90.137,91.329,91.551,93.402
"2013.07",92.909,93.851,85.734,88.231,95.539,96.775,77.186,85.407,66.345,77.648,85.269,114.260,96.804,92.326,46.136,81.028,83.510,84.997,87.643,90.708,83.305,109.768,111.701,117.540,80.786,92.675,90.240,70.274,85.397,99.257,63.560,58.569,71.870,72.097,50.523,89.524,111.361,81.402,69.291,71.176,59.420,69.646,87.693,92.587,101.266,87.291,89.462,86.316,95.230,95.353,90.433,87.985,-,105.286,107.341,90.157,79.027,82.292,90.743,86.104,86.491,87.151,87.730,85.444,85.065,85.896,82.611,79.779,72.522,78.765,89.045,89.456,95.728,92.328,77.198,86.340,81.262,98.423,56.409,88.492,97.772,84.510,91.326,89.676,94.670,99.337,86.655,92.705,54.008,74.339,85.736,113.297,136.750,91.932,113.592,102.667,100.113,85.923,107.669,98.913,85.436,87.395,93.386,139.492,144.783,85.742,84.063,80.139,108.792,99.920,90.361,78.812,94.442,100.515,87.666,100.382,102.734,89.167,87.744,85.190,96.144,81.754,90.910,84.862,88.397,118.045,106.811,95.930,90.137,91.468,91.908,93.498
"2013.08",93.238,94.485,87.174,88.746,95.291,96.865,77.186,85.533,67.442,78.278,83.912,113.389,98.190,87.186,46.942,82.155,83.884,85.012,87.715,93.365,84.365,114.307,111.701,125.780,80.786,127.947,82.647,119.730,111.191,146.432,72.087,79.769,84.900,72.012,52.484,89.816,112.895,74.554,80.336,85.748,83.604,75.908,82.873,88.987,101.792,87.229,89.634,86.220,95.481,95.245,90.490,88.355,-,105.015,106.502,90.109,79.008,82.385,90.880,86.182,86.491,87.408,87.730,85.671,85.223,85.896,82.626,79.779,72.522,78.885,89.045,89.456,95.728,92.328,77.265,86.747,81.312,98.675,56.409,88.492,97.805,84.510,91.429,89.676,94.670,99.393,86.901,92.774,54.095,74.559,85.736,113.297,138.153,91.871,112.116,106.101,99.676,86.282,107.669,100.468,85.469,87.395,93.310,140.528,145.893,85.742,84.396,80.139,108.792,99.920,90.408,79.012,94.442,100.515,87.666,100.382,102.734,89.317,87.851,85.205,96.144,81.782,90.910,85.321,82.750,125.826,105.459,85.258,90.137,91.657,91.815,94.065
"2013.09",93.419,94.653,87.449,88.905,95.406,96.617,79.293,85.963,70.001,81.117,83.933,109.802,97.618,84.286,46.766,84.747,84.201,94.005,87.562,96.523,81.081,108.208,112.383,100.676,80.786,127.947,83.758,124.354,92.089,145.923,72.822,61.545,83.176,73.236,55.039,90.213,119.250,66.165,70.284,77.317,91.465,81.456,85.766,85.600,101.785,89.120,89.706,86.271,95.603,95.723,90.426,88.026,-,102.915,106.334,90.212,78.697,82.393,90.786,86.228,86.545,87.455,87.730,85.833,85.216,86.073,82.626,79.779,73.037,78.885,89.053,89.456,95.728,92.337,77.168,86.958,81.650,98.787,56.409,88.492,97.813,84.510,91.429,89.676,94.670,99.653,96.532,92.409,54.095,74.222,85.796,113.297,138.229,91.036,109.474,100.402,100.113,86.648,107.037,101.307,85.395,87.395,93.205,139.418,144.985,85.742,84.396,80.139,108.792,99.920,90.576,79.066,94.442,100.515,87.666,100.382,102.746,89.689,87.913,85.234,96.824,82.472,91.037,85.968,86.274,122.443,103.406,96.100,90.137,91.830,92.044,94.240
"2013.10",93.134,94.142,86.048,89.455,95.584,97.262,79.378,86.362,69.368,80.591,78.921,114.035,97.206,83.149,46.188,84.397,84.652,94.799,90.388,96.785,83.800,115.889,106.749,97.318,84.867,127.947,81.661,69.509,85.804,68.515,65.846,52.737,61.561,82.450,56.825,90.288,113.880,68.967,60.977,69.480,87.835,71.438,86.711,83.961,101.350,90.871,89.706,84.728,95.497,96.394,90.297,88.472,-,102.776,107.062,89.886,78.665,82.409,90.820,86.290,86.599,87.510,87.730,85.833,85.181,86.126,82.649,80.005,73.836,79.394,89.087,89.456,95.728,92.337,76.989,87.209,81.650,98.693,56.409,88.492,97.772,84.510,91.523,89.676,94.670,99.597,96.171,92.861,54.095,74.495,85.796,113.297,138.229,91.036,106.381,106.505,100.139,86.854,107.037,100.909,85.486,87.395,93.044,137.149,142.840,85.742,84.440,84.806,108.792,99.920,90.557,78.889,94.442,100.515,87.666,100.382,102.746,89.665,88.013,85.219,96.824,82.557,91.037,86.281,85.639,124.408,107.317,95.279,90.137,92.011,91.993,93.821
"2013.11",93.116,93.939,85.167,89.001,95.468,97.374,79.502,86.409,69.201,80.632,74.788,112.302,98.414,83.986,45.350,83.520,84.336,94.807,90.331,98.020,83.337,105.447,99.733,97.135,76.522,127.947,75.624,45.615,74.388,54.288,60.930,78.983,52.220,81.746,59.930,90.100,114.221,71.298,60.258,66.896,81.955,71.459,87.977,83.372,101.900,90.848,89.642,85.824,95.311,96.101,90.748,86.139,-,102.515,107.351,90.021,78.411,82.377,91.087,86.290,86.599,87.385,87.730,85.643,85.173,86.570,82.649,80.041,73.981,79.472,89.120,89.456,95.728,92.337,77.064,87.412,81.650,98.834,56.409,91.033,97.935,89.080,92.565,91.363,96.109,99.709,96.215,92.861,54.095,74.617,85.917,116.362,138.251,90.792,115.543,119.694,100.484,87.137,107.010,101.959,85.486,87.395,92.910,135.213,141.340,85.742,84.549,84.806,108.792,99.920,90.594,78.889,94.442,100.515,87.666,100.382,102.746,89.736,88.013,85.219,96.824,83.041,91.258,85.975,82.645,120.674,105.673,96.672,90.137,92.208,92.179,93.681
"2013.12",93.229,94.107,85.482,88.320,95.628,97.285,79.593,86.455,69.406,81.352,80.132,109.239,96.670,84.368,45.725,80.646,83.616,94.776,90.647,99.850,83.943,113.676,94.138,97.521,70.709,127.947,71.487,46.444,65.295,49.710,66.011,69.964,49.678,71.004,69.111,90.280,113.713,90.714,62.964,71.607,82.421,76.207,86.119,82.764,101.487,91.700,89.440,88.137,95.578,95.072,91.051,88.294,-,101.451,107.621,90.005,78.989,82.307,91.044,86.290,86.599,87.385,87.730,85.804,85.173,86.747,82.693,80.240,74.523,79.472,89.213,89.456,95.728,91.994,77.228,87.538,81.657,98.936,56.409,91.033,97.830,89.080,91.360,91.363,96.109,98.232,95.740,93.095,56.267,74.767,85.917,116.362,138.251,90.828,108.153,108.025,100.684,87.374,107.010,101.942,85.494,87.395,92.843,135.374,141.907,86.125,85.356,85.499,108.792,99.920,90.547,79.205,94.442,100.515,87.666,100.382,102.746,89.926,88.082,85.292,96.824,83.233,91.258,86.391,95.011,119.008,104.554,96.619,90.137,92.397,92.162,93.856
"2014.01",93.730,94.856,86.229,87.742,95.282,96.572,79.978,86.440,70.686,83.824,76.998,107.384,98.459,87.494,46.024,80.690,83.609,94.822,90.663,100.753,83.457,113.676,96.852,97.782,74.654,127.947,73.306,46.711,62.941,50.884,84.417,72.169,44.793,57.825,77.416,89.547,118.327,102.072,87.809,101.806,93.306,68.515,82.431,81.908,101.503,92.327,92.836,87.381,95.490,95.868,90.742,88.637,-,102.645,107.995,90.084,79.357,82.269,91.061,86.706,86.990,87.580,87.738,86.001,85.303,87.053,82.745,80.495,74.523,79.472,89.248,89.456,95.728,91.729,77.564,87.851,81.815,99.693,56.409,91.033,97.944,89.080,92.582,91.363,96.109,99.653,94.096,93.095,59.252,75.252,86.029,116.362,145.717,91.396,114.365,121.335,100.674,87.634,106.701,102.007,87.272,89.685,93.596,136.052,142.765,86.125,85.573,85.499,108.792,99.920,90.912,79.305,94.442,100.515,87.666,100.382,102.746,90.337,88.306,85.982,96.824,84.321,91.489,87.490,82.314,118.058,105.936,96.744,90.137,92.537,92.426,94.510
"2014.02",93.980,95.147,86.733,87.728,95.601,97.240,82.111,86.393,70.404,86.123,76.829,104.945,97.923,91.701,47.105,81.604,83.976,94.822,90.145,97.873,83.776,113.966,100.825,98.158,81.124,127.947,80.641,45.606,59.931,48.816,82.682,80.598,43.357,52.530,82.391,90.467,116.845,112.338,117.800,109.441,98.536,65.890,82.625,81.366,104.547,93.885,100.549,86.727,99.029,95.515,90.935,88.637,-,102.972,106.838,90.109,80.808,82.354,91.121,87.231,87.174,87.892,87.926,86.155,85.461,87.069,82.895,80.850,74.550,79.571,89.298,90.142,99.119,92.191,77.930,87.881,81.837,99.861,56.409,91.033,97.960,89.080,92.599,91.363,96.109,99.783,95.124,93.165,59.453,77.215,86.029,116.362,145.717,91.273,118.125,120.054,100.602,87.870,106.210,101.519,87.272,89.685,93.634,135.607,142.159,86.125,85.705,85.499,108.792,99.920,91.061,79.305,94.442,100.515,87.666,100.382,102.746,90.448,88.552,86.381,96.824,85.032,91.489,88.219,92.565,119.723,107.610,96.797,90.137,92.733,92.613,94.780
"2014.03",94.153,95.297,86.741,87.212,94.565,97.119,82.143,86.370,69.749,84.309,85.071,108.203,97.206,93.431,47.053,80.477,84.271,94.815,90.501,96.638,84.278,115.527,98.401,97.289,85.836,127.947,86.125,40.070,58.219,39.520,75.413,80.268,44.075,50.587,90.204,90.385,112.024,101.602,116.233,106.297,98.894,61.708,75.542,79.092,101.174,93.729,100.788,91.774,109.842,95.610,91.045,88.541,-,102.888,107.276,90.300,83.477,82.214,91.035,87.585,87.366,88.047,88.028,86.515,85.742,87.100,83.329,81.084,74.682,79.989,89.442,90.609,99.119,92.226,78.079,88.226,82.146,100.094,56.409,91.033,97.674,89.080,92.616,91.363,96.109,100.312,96.048,93.174,59.453,76.496,86.029,116.362,145.717,91.268,115.686,118.742,100.665,88.214,106.210,101.014,87.280,89.685,93.634,135.793,142.097,86.125,85.755,85.499,108.792,99.920,92.889,82.967,94.442,100.515,92.962,100.246,102.401,91.644,89.106,87.674,96.824,85.195,91.787,88.254,86.048,133.698,101.907,96.467,90.137,92.964,92.808,94.946
"2014.04",94.214,95.279,86.866,87.205,95.513,97.247,82.378,86.636,69.970,85.050,87.406,111.678,95.847,93.976,47.771,81.830,83.764,94.730,92.193,100.992,85.091,116.582,98.746,95.996,85.836,127.947,93.412,38.329,55.325,41.506,70.126,58.062,44.524,56.943,99.619,90.130,111.650,79.140,85.142,80.763,89.483,53.643,70.453,78.411,105.355,94.737,98.639,92.759,111.202,95.754,90.909,86.159,-,101.480,105.850,90.252,84.276,82.191,91.010,87.786,87.619,88.149,88.028,86.676,86.023,87.130,83.000,81.283,74.795,80.151,89.509,90.609,99.119,92.380,78.095,88.172,82.641,100.010,56.409,91.033,97.641,89.080,92.591,91.363,96.109,100.034,95.494,92.809,59.558,76.567,86.029,116.362,145.717,91.255,114.984,119.782,100.103,88.306,105.810,100.582,87.223,89.685,93.643,135.398,141.503,86.125,85.755,85.499,108.792,99.920,92.871,84.331,94.442,100.515,92.962,100.246,102.401,91.556,89.153,87.587,96.824,85.558,92.358,89.194,90.425,118.253,104.456,96.494,90.137,93.235,92.918,94.972
"2014.05",94.369,95.279,86.709,86.641,95.628,97.292,82.463,86.902,70.678,84.399,88.910,111.739,96.249,96.802,46.610,82.355,83.616,94.714,92.493,100.522,84.716,116.043,98.746,95.389,85.836,121.124,95.501,39.277,53.965,49.317,71.577,52.737,51.203,71.729,95.295,89.585,107.452,60.340,76.910,60.857,78.432,52.671,68.504,78.253,105.279,96.642,99.526,91.994,112.174,96.262,90.851,88.596,-,102.879,106.576,90.284,84.632,82.323,90.888,87.847,87.627,88.234,88.012,86.867,86.225,87.152,83.194,81.283,74.854,80.151,89.772,90.609,99.119,92.541,78.266,88.461,82.613,100.094,56.251,92.723,97.617,91.817,92.522,92.479,96.521,99.988,95.010,93.295,59.558,76.833,86.029,116.362,145.717,91.017,115.650,117.987,100.502,88.145,105.796,101.470,87.231,89.685,93.663,134.867,140.760,86.125,85.755,85.499,108.792,99.920,92.880,84.509,94.442,100.515,92.962,100.246,102.401,91.675,89.237,87.623,96.824,85.701,92.519,89.216,101.425,121.741,104.972,96.931,90.137,93.366,93.318,94.990
"2014.06",94.248,95.102,86.419,86.600,94.786,97.292,82.143,86.940,71.630,84.593,95.398,106.666,100.105,96.664,47.452,81.166,83.757,94.799,92.452,100.104,85.872,110.761,98.746,96.942,85.836,79.936,93.863,41.875,48.915,48.217,63.871,42.196,53.017,69.245,69.337,89.966,112.998,58.370,70.413,58.171,59.878,57.142,62.462,77.665,104.905,96.774,99.216,92.384,112.320,95.544,90.955,88.074,-,102.431,107.770,90.229,85.094,81.980,90.992,87.847,87.727,88.172,88.012,87.021,86.347,87.152,82.895,81.283,75.468,80.809,89.772,90.609,99.119,92.541,78.266,88.734,82.613,99.963,56.251,92.723,97.756,91.817,92.711,92.479,96.521,100.266,95.512,93.339,60.314,76.866,86.029,116.362,145.717,91.066,111.307,109.545,100.502,88.550,105.474,100.875,87.198,89.685,93.653,134.338,139.927,86.125,85.755,85.499,108.792,99.920,92.889,84.701,94.442,100.515,92.962,100.246,102.401,91.660,89.291,87.645,96.824,85.665,92.519,89.216,95.194,124.942,102.462,97.985,90.137,93.490,93.207,94.868
"2014.07",94.386,95.120,86.646,86.365,95.611,97.525,82.345,86.987,72.140,85.680,97.386,102.034,107.689,95.811,45.346,80.865,83.835,94.753,92.509,99.572,84.883,112.767,98.746,97.348,85.836,75.711,91.337,60.344,56.311,61.722,61.546,41.427,53.337,70.234,55.907,89.697,113.569,52.791,65.703,46.321,50.759,57.846,55.873,78.880,104.974,98.208,100.621,93.053,112.272,96.166,91.089,87.882,-,102.450,107.239,90.300,85.075,82.026,90.957,88.195,88.071,88.000,88.122,87.519,86.679,87.152,83.494,81.503,75.475,80.895,89.772,90.609,99.119,93.123,78.819,88.609,82.641,99.889,56.251,92.723,97.968,91.817,92.729,92.479,96.521,100.061,94.465,93.400,60.381,76.645,87.334,116.362,144.423,91.560,117.030,109.261,99.994,88.955,105.474,101.006,87.198,89.685,93.606,134.152,139.283,86.125,85.755,85.499,108.792,99.920,92.880,84.986,94.442,100.515,92.962,100.246,102.401,91.691,89.361,87.645,96.824,85.785,92.527,89.048,84.255,125.371,105.955,98.253,90.137,93.605,93.530,94.903
